step 00 | misses   40 | transfer   1.22 ms | step time  14.59 ms
step 53 | misses   17 | transfer   0.33 ms | step time   0.12 ms
step 54 | misses   15 | transfer   0.30 ms | step time   0.12 ms
step 55 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 56 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 57 | misses   13 | transfer   0.25 ms | step time   0.12 ms
step 58 | misses   16 | transfer   0.30 ms | step time   0.12 ms
step 59 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 60 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 61 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 62 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 63 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 64 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 65 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 66 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 67 | misses   15 | transfer   0.28 ms | step time   0.13 ms
step 68 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 69 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 70 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 71 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 72 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 73 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 74 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 75 | misses   15 | transfer   0.29 ms | step time   0.13 ms
step 76 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 77 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 78 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 79 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 80 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 81 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 82 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 83 | misses   14 | transfer   0.28 ms | step time   0.12 ms
step 84 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 85 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 86 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 87 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 88 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 89 | misses   15 | transfer   0.28 ms | step time   0.25 ms
step 90 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 91 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 92 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 93 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 94 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 95 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 96 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 97 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 98 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 99 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 100 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 101 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 102 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 103 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 104 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 105 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 106 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 107 | misses   16 | transfer   0.30 ms | step time   0.12 ms
step 108 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 109 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 110 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 111 | misses   15 | transfer   0.29 ms | step time   0.13 ms
step 112 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 113 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 114 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 115 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 116 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 117 | misses   16 | transfer   0.30 ms | step time   0.12 ms
step 118 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 119 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 120 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 121 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 122 | misses   16 | transfer   0.30 ms | step time   0.12 ms
step 123 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 124 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 125 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 126 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 127 | misses   16 | transfer   0.30 ms | step time   0.12 ms
step 128 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 129 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 130 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 131 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 132 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 133 | misses   15 | transfer   0.29 ms | step time   0.13 ms
step 134 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 135 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 136 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 137 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 138 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 139 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 140 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 141 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 142 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 143 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 144 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 145 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 146 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 147 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 148 | misses   15 | transfer   0.30 ms | step time   0.12 ms
step 149 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 150 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 151 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 152 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 153 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 154 | misses   15 | transfer   0.28 ms | step time   0.11 ms
step 155 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 156 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 157 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 158 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 159 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 160 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 161 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 162 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 163 | misses   14 | transfer   0.28 ms | step time   0.12 ms
step 164 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 165 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 166 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 167 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 168 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 169 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 170 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 171 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 172 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 173 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 174 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 175 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 176 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 177 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 178 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 179 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 180 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 181 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 182 | misses   16 | transfer   0.30 ms | step time   0.12 ms
step 183 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 184 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 185 | misses   14 | transfer   0.28 ms | step time   0.12 ms
step 186 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 187 | misses   16 | transfer   0.30 ms | step time   0.12 ms
step 188 | misses   15 | transfer   0.28 ms | step time   0.12 ms
step 189 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 190 | misses   14 | transfer   0.26 ms | step time   0.12 ms
step 191 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 192 | misses   16 | transfer   0.30 ms | step time   0.13 ms
step 193 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 194 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 195 | misses   14 | transfer   0.27 ms | step time   0.12 ms
step 196 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 197 | misses   16 | transfer   0.30 ms | step time   0.12 ms
step 198 | misses   15 | transfer   0.29 ms | step time   0.12 ms
step 199 | misses   14 | transfer   0.27 ms | step time   0.12 ms

SUMMARY
Total misses: 2979
Total transfer time: 57.22 ms
