t,prefetch_k,needed_local,needed_sparse,evictions,ondemand_misses,ondemand_transfer_ms,prefetch_misses,prefetch_transfer_ms
107,8,32,8,9,8,0.161409,1,0.029087
108,8,32,8,9,8,0.162125,1,0.029325
109,8,32,8,9,8,0.167847,1,0.029325
110,8,32,8,9,8,0.165224,1,0.038624
111,8,32,8,9,8,0.159979,1,0.028372
112,8,32,7,8,7,0.141144,1,0.029325
113,8,32,8,9,8,0.1719,1,0.031471
114,8,32,8,9,8,0.163555,1,0.030518
115,8,32,8,9,8,0.163555,1,0.030279
116,8,32,8,9,8,0.16284,1,0.031471
117,8,32,8,9,8,0.169277,1,0.029087
118,8,32,8,9,8,0.161171,1,0.029087
119,8,32,8,9,8,0.164986,1,0.029325
120,8,32,8,9,8,0.163078,1,0.029325
121,8,32,7,8,7,0.146151,1,0.028849
122,8,32,8,9,8,0.16427,1,0.029087
123,8,32,8,9,8,0.164032,1,0.029564
124,8,32,8,9,8,0.164986,1,0.029564
125,8,32,8,8,7,0.145912,1,0.030041
126,8,32,8,9,8,0.166178,1,0.029802
127,8,32,8,9,8,0.16427,1,0.030994
128,8,32,8,9,8,0.165939,1,0.030041
129,8,32,8,9,8,0.165224,1,0.029564
130,8,32,8,9,8,0.162363,1,0.029325
131,8,32,8,9,8,0.16737,1,0.029087
132,8,32,7,8,7,0.14472,1,0.029802
133,8,32,8,9,8,0.164032,1,0.029564
134,8,32,8,9,8,0.163317,1,0.030041
135,8,32,8,9,8,0.16427,1,0.029564
136,8,32,8,9,8,0.166178,1,0.02861
137,8,32,8,9,8,0.161409,1,0.02861
138,8,32,8,9,8,0.162125,1,0.029325
139,8,32,8,9,8,0.15831,1,0.029325
140,8,32,8,9,8,0.161886,1,0.030279
141,8,32,8,9,8,0.164747,1,0.029325
142,8,32,8,9,8,0.162601,1,0.029087
143,8,32,8,9,8,0.165939,1,0.029802
144,8,32,8,9,8,0.165224,1,0.028849
145,8,32,8,9,8,0.170469,1,0.029802
146,8,32,8,9,8,0.161409,1,0.029325
147,8,32,7,7,6,0.124693,1,0.02861
148,8,32,8,9,8,0.159264,1,0.030041
149,8,32,8,9,8,0.163794,1,0.029325
150,8,32,8,8,7,0.14329,1,0.029564
151,8,32,7,8,7,0.143528,1,0.030279
152,8,32,8,9,8,0.164032,1,0.02861
153,8,32,8,9,8,0.165939,1,0.030041
154,8,32,8,9,8,0.165224,1,0.030041
155,8,32,8,9,8,0.163794,1,0.028133
156,8,32,8,8,8,0.171423,0,0.0
157,8,32,8,9,8,0.165701,1,0.029087
158,8,32,7,8,7,0.141621,1,0.030041
159,8,32,8,9,8,0.164747,1,0.028849
160,8,32,8,9,8,0.16284,1,0.030756
161,8,32,8,9,8,0.163078,1,0.030279
162,8,32,8,9,8,0.16427,1,0.029087
163,8,32,7,8,7,0.142813,1,0.029564
164,8,32,8,9,8,0.164986,1,0.029325
165,8,32,8,9,8,0.164509,1,0.030994
166,8,32,8,9,8,0.16284,1,0.030518
167,8,32,8,9,8,0.161886,1,0.028849
168,8,32,8,9,8,0.165939,1,0.029802
169,8,32,8,9,8,0.166178,1,0.028849
170,8,32,8,9,8,0.165224,1,0.029325
171,8,32,8,8,7,0.146627,1,0.028849
172,8,32,8,9,8,0.164986,1,0.030518
173,8,32,8,9,8,0.164747,1,0.02861
174,8,32,8,9,8,0.162363,1,0.031233
175,8,32,8,9,8,0.165701,1,0.028372
176,8,32,8,9,8,0.165939,1,0.029325
177,8,32,8,8,7,0.140905,1,0.028849
178,8,32,8,9,8,0.161886,1,0.030041
179,8,32,8,9,8,0.169516,1,0.028133
180,8,32,8,9,8,0.160694,1,0.028372
181,8,32,8,9,8,0.163555,1,0.030994
182,8,32,8,9,8,0.164509,1,0.029802
183,8,32,8,9,8,0.171185,1,0.029325
184,8,32,8,9,8,0.162125,1,0.028849
185,8,32,8,9,8,0.163794,1,0.029087
186,8,32,8,9,8,0.164747,1,0.030518
187,8,32,8,9,8,0.162601,1,0.039577
188,8,32,8,9,8,0.163317,1,0.029564
189,8,32,8,8,7,0.143528,1,0.029564
190,8,32,8,9,8,0.164509,1,0.029802
191,8,32,8,8,7,0.145197,1,0.029564
192,8,32,8,9,8,0.16737,1,0.029564
193,8,32,8,9,8,0.16427,1,0.029087
194,8,32,8,9,8,0.16427,1,0.028372
195,8,32,8,8,7,0.143528,1,0.030041
196,8,32,8,9,8,0.17643,1,0.028849
197,8,32,8,9,8,0.163078,1,0.028372
198,8,32,8,8,7,0.14019,1,0.029087
199,8,32,8,8,7,0.144243,1,0.028849
