t,prefetch_k,needed_local,needed_sparse,evictions,ondemand_misses,ondemand_transfer_ms,prefetch_misses,prefetch_transfer_ms
97,16,32,7,1,0,0.0,1,0.036955
98,16,32,7,1,0,0.0,1,0.039339
99,16,32,7,1,0,0.0,1,0.037193
100,16,32,7,1,0,0.0,1,0.036478
101,16,32,7,1,0,0.0,1,0.037193
102,16,32,7,1,0,0.0,1,0.038385
103,16,32,7,1,0,0.0,1,0.039101
104,16,32,7,1,0,0.0,1,0.039577
105,16,32,7,1,0,0.0,1,0.03767
106,16,32,7,1,0,0.0,1,0.038862
107,16,32,8,1,0,0.0,1,0.038862
108,16,32,8,1,0,0.0,1,0.037193
109,16,32,8,1,0,0.0,1,0.03767
110,16,32,8,1,0,0.0,1,0.037909
111,16,32,8,1,0,0.0,1,0.039101
112,16,32,8,1,0,0.0,1,0.038147
113,16,32,8,1,0,0.0,1,0.037193
114,16,32,8,1,0,0.0,1,0.03767
115,16,32,8,1,0,0.0,1,0.038624
116,16,32,8,1,0,0.0,1,0.039101
117,16,32,8,1,0,0.0,1,0.038862
118,16,32,8,1,0,0.0,1,0.037193
119,16,32,8,1,0,0.0,1,0.038147
120,16,32,8,1,0,0.0,1,0.037909
121,16,32,8,1,0,0.0,1,0.037909
122,16,32,8,1,0,0.0,1,0.037909
123,16,32,8,1,0,0.0,1,0.03767
124,16,32,8,1,0,0.0,1,0.040293
125,16,32,8,1,0,0.0,1,0.037432
126,16,32,8,1,0,0.0,1,0.037193
127,16,32,8,1,0,0.0,1,0.040531
128,16,32,8,1,0,0.0,1,0.040054
129,16,32,8,1,0,0.0,1,0.038385
130,16,32,8,1,0,0.0,1,0.037432
131,16,32,8,1,0,0.0,1,0.038862
132,16,32,8,1,0,0.0,1,0.037909
133,16,32,8,1,0,0.0,1,0.03767
134,16,32,8,1,0,0.0,1,0.038385
135,16,32,8,1,0,0.0,1,0.037909
136,16,32,8,1,0,0.0,1,0.037432
137,16,32,8,1,0,0.0,1,0.039816
138,16,32,8,1,0,0.0,1,0.037432
139,16,32,8,1,0,0.0,1,0.038147
140,16,32,8,1,0,0.0,1,0.037909
141,16,32,8,1,0,0.0,1,0.039577
142,16,32,8,1,0,0.0,1,0.039577
143,16,32,8,1,0,0.0,1,0.037193
144,16,32,8,1,0,0.0,1,0.037432
145,16,32,8,1,0,0.0,1,0.038862
146,16,32,8,1,0,0.0,1,0.038385
147,16,32,8,1,0,0.0,1,0.038147
148,16,32,8,1,0,0.0,1,0.03767
149,16,32,8,1,0,0.0,1,0.037909
150,16,32,8,1,0,0.0,1,0.038385
151,16,32,8,1,0,0.0,1,0.038147
152,16,32,8,1,0,0.0,1,0.038385
153,16,32,8,1,0,0.0,1,0.038147
154,16,32,8,1,0,0.0,1,0.040054
155,16,32,8,1,0,0.0,1,0.037909
156,16,32,8,1,0,0.0,1,0.038385
157,16,32,8,1,0,0.0,1,0.03767
158,16,32,8,1,0,0.0,1,0.038147
159,16,32,8,1,0,0.0,1,0.039101
160,16,32,8,1,0,0.0,1,0.039577
161,16,32,8,1,0,0.0,1,0.036955
162,16,32,8,1,0,0.0,1,0.03767
163,16,32,8,1,0,0.0,1,0.038624
164,16,32,8,1,0,0.0,1,0.037432
165,16,32,8,1,0,0.0,1,0.038862
166,16,32,8,1,0,0.0,1,0.037909
167,16,32,8,1,0,0.0,1,0.039339
168,16,32,8,1,0,0.0,1,0.03767
169,16,32,8,1,0,0.0,1,0.037432
170,16,32,8,1,0,0.0,1,0.038147
171,16,32,8,1,0,0.0,1,0.039339
172,16,32,8,1,0,0.0,1,0.03767
173,16,32,8,1,0,0.0,1,0.038385
174,16,32,8,1,0,0.0,1,0.038147
175,16,32,8,1,0,0.0,1,0.03767
176,16,32,8,1,0,0.0,1,0.037193
177,16,32,8,1,0,0.0,1,0.03767
178,16,32,8,1,0,0.0,1,0.037909
179,16,32,8,1,0,0.0,1,0.037432
180,16,32,8,1,0,0.0,1,0.039577
181,16,32,8,1,0,0.0,1,0.038624
182,16,32,8,1,0,0.0,1,0.038147
183,16,32,8,1,0,0.0,1,0.038624
184,16,32,8,1,0,0.0,1,0.038385
185,16,32,8,1,0,0.0,1,0.039577
186,16,32,8,1,0,0.0,1,0.036478
187,16,32,8,1,0,0.0,1,0.037432
188,16,32,8,1,0,0.0,1,0.037193
189,16,32,8,1,0,0.0,1,0.03767
190,16,32,8,1,0,0.0,1,0.039101
191,16,32,8,1,0,0.0,1,0.038624
192,16,32,8,1,0,0.0,1,0.036955
193,16,32,8,1,0,0.0,1,0.039339
194,16,32,8,1,0,0.0,1,0.038862
195,16,32,8,1,0,0.0,1,0.038862
196,16,32,8,1,0,0.0,1,0.036716
197,16,32,8,1,0,0.0,1,0.039101
198,16,32,8,1,0,0.0,1,0.039577
199,16,32,8,1,0,0.0,1,0.037432
